count,city,number_of_veterans,male_population,foreign_born,average_household_size,median_age,state,race,total_population,state_code,female_population
12683,Greensboro,14011,132251,26667,2.36,35.5,North Carolina,Asian,285344,NC,153093
34753,Vallejo,8103,58379,30592,2.83,37.8,California,Asian,121269,CA,62890
42472,Bellflower,2154,38936,24607,3.58,33.4,California,Hispanic or Latino,78434,CA,39498
2729,Kenner,2485,33993,12352,2.5700000000000003,36.9,Louisiana,Asian,67106,LA,33113
26774,Albuquerque,37443,273323,58200,2.49,36.0,New Mexico,Black or African-American,559131,NM,285808
9575,Town 'n' Country,4534,39410,22135,2.61,38.1,Florida,Black or African-American,78996,FL,39586
25124,Cary,7426,78932,30008,2.61,39.9,North Carolina,Asian,160514,NC,81582
13567,Loveland,5667,37042,3050,2.5300000000000002,37.6,Colorado,Hispanic or Latino,75188,CO,38146
1639,Menifee,6821,42866,12481,3.06,37.1,California,American Indian and Alaska Native,87163,CA,44297
5518,Mobile,11939,91275,7234,2.4,38.0,Alabama,Asian,194305,AL,103030
1837,Orem,2828,48695,12808,3.26,26.1,Utah,Black or African-American,94457,UT,45762
7730,Baltimore,29540,294027,49857,2.51,34.7,Maryland,American Indian and Alaska Native,621849,MD,327822
1239,Brownsville,4211,87689,53301,3.48,30.6,Texas,Black or African-American,183888,TX,96199
23317,Riverview,6943,44210,12240,3.22,32.2,Florida,Hispanic or Latino,89746,FL,45536
9151,Lafayette,5045,34313,5697,2.19,33.5,Indiana,Hispanic or Latino,71170,IN,36857
1981,Duluth,5015,41271,2258,2.25,34.7,Minnesota,Hispanic or Latino,86126,MN,44855
1409,Poinciana,2933,38142,14349,3.93,34.2,Florida,Asian,73943,FL,35801
9807,Everett,7880,56212,19499,2.36,37.0,Washington,Asian,108012,WA,51800
54200,Southfield,4035,31369,4011,2.27,41.6,Michigan,Black or African-American,73177,MI,41808
3891,Duluth,5015,41271,2258,2.25,34.7,Minnesota,Black or African-American,86126,MN,44855
10786,Palm Coast,7950,39489,9084,2.76,48.8,Florida,Black or African-American,82121,FL,42632
2150,Pawtucket,3173,36072,17884,2.41,39.2,Rhode Island,Asian,71583,RI,35511
197335,Reno,17089,122292,37070,2.46,35.7,Nevada,White,241443,NV,119151
1674,Layton,3811,37748,4268,3.24,29.5,Utah,American Indian and Alaska Native,74142,UT,36394
70278,Lewisville,4211,52776,24865,2.7800000000000002,31.6,Texas,White,104808,TX,52032
69936,Guaynabo,,33066,,,42.2,Puerto Rico,Hispanic or Latino,70492,PR,37426
3199,Livermore,3063,41522,13959,2.91,36.7,California,Black or African-American,88117,CA,46595
983,Southfield,4035,31369,4011,2.27,41.6,Michigan,American Indian and Alaska Native,73177,MI,41808
420983,Memphis,31189,312237,43318,2.55,34.1,Tennessee,Black or African-American,655760,TN,343523
3013,Lee's Summit,6624,48353,3803,2.68,36.8,Missouri,Asian,95068,MO,46715
6577,Flower Mound,4217,35200,6860,3.01,40.2,Texas,Asian,71024,TX,35824
24682,Norwalk,2877,40880,22328,2.7,42.4,Connecticut,Hispanic or Latino,88483,CT,47603
53933,San Antonio,109089,721405,208046,2.93,33.1,Texas,Asian,1469824,TX,748419
37448,Hemet,5613,38622,13330,2.969999999999999,36.8,California,Hispanic or Latino,83873,CA,45251
2929,Abilene,9367,65212,8129,2.64,31.3,Texas,Asian,125876,TX,60664
1253,Laredo,4921,124305,68427,3.66,28.8,Texas,American Indian and Alaska Native,255789,TX,131484
19907,Camden,1425,36437,11317,3.0,27.9,New Jersey,White,76131,NJ,39694
6549,Bloomington,3888,37972,7287,2.34,35.1,Illinois,Asian,78295,IL,40323
39369,High Point,5204,51751,16315,2.65,35.5,North Carolina,Black or African-American,109828,NC,58077
7561,Green Bay,5519,52517,9813,2.37,32.9,Wisconsin,Black or African-American,105221,WI,52704
38653,Pompano Beach,5145,56569,32733,2.55,42.5,Florida,Black or African-American,107771,FL,51202
88742,Dearborn,3163,46482,23920,3.04,33.5,Michigan,White,95180,MI,48698
9386,Syracuse,5845,69462,17733,2.39,30.3,New York,Asian,144152,NY,74690
38463,San Buenaventura,5980,53932,18025,2.68,37.7,California,Hispanic or Latino,109717,CA,55785
8456,Las Vegas,42397,310568,127609,2.79,37.5,Nevada,American Indian and Alaska Native,623769,NV,313201
58798,Victoria,5000,32290,4480,2.7,35.8,Texas,White,67581,TX,35291
12143,Carolina,,64758,,,42.0,Puerto Rico,American Indian and Alaska Native,142066,PR,77308
34716,Avondale,4815,38712,8355,3.18,29.1,Arizona,Hispanic or Latino,80683,AZ,41971
18202,German,2443,41115,27877,2.95,34.9,Maryland,Hispanic or Latino,84122,MD,43007
12981,San Bernardino,7741,108671,55135,3.55,28.5,California,Asian,216137,CA,107466
58341,Broomfield,3966,31755,5316,2.5300000000000002,36.8,Colorado,White,65065,CO,33310
89306,Orlando,12782,130940,50558,2.42,33.1,Florida,Hispanic or Latino,270917,FL,139977
25344,Deerfield Beach,3882,37155,23642,2.46,41.4,Florida,Black or African-American,79769,FL,42614
8092,Rochester Hills,3053,36356,13708,2.66,41.2,Michigan,Asian,73432,MI,37076
1371,Lewisville,4211,52776,24865,2.7800000000000002,31.6,Texas,American Indian and Alaska Native,104808,TX,52032
9734,Savannah,9717,69389,10355,2.5700000000000003,30.3,Georgia,Hispanic or Latino,145684,GA,76295
18171,Roseville,8386,62591,18161,2.719999999999999,38.4,California,Asian,130282,CA,67691
16163,Champaign,3734,43326,12261,2.25,28.7,Illinois,Black or African-American,86086,IL,42760
13981,Pittsburg,2109,33309,21043,3.15,34.5,California,Asian,69427,CA,36118
56626,Jonesboro,3682,35666,3222,2.44,32.6,Arkansas,White,73906,AR,38240
8145,Palatine,2629,36506,21760,2.69,38.0,Illinois,Asian,69269,IL,32763
34507,Pembroke Pines,6849,77050,62210,2.94,40.3,Florida,Black or African-American,166624,FL,89574
3825,Las Cruces,9421,47835,11888,2.58,32.7,New Mexico,Black or African-American,101644,NM,53809
12841,Long Beach,17463,238159,127764,2.7800000000000002,34.6,California,American Indian and Alaska Native,474172,CA,236013
17500,Philadelphia,61995,741270,205339,2.61,34.1,Pennsylvania,American Indian and Alaska Native,1567442,PA,826172
1057,Tyler,4813,50422,8225,2.59,33.9,Texas,American Indian and Alaska Native,103705,TX,53283
64880,Hayward,4385,78152,60970,3.32,34.3,California,Hispanic or Latino,158300,CA,80148
2474,Missoula,4733,35002,2771,2.15,34.7,Montana,Hispanic or Latino,71024,MT,36022
135049,Port Saint Lucie,12416,84069,34003,2.91,42.1,Florida,White,179410,FL,95341
13498,Gary,3952,35876,1884,2.35,38.1,Indiana,White,77354,IN,41478
6547,San Buenaventura,5980,53932,18025,2.68,37.7,California,Asian,109717,CA,55785
24766,Scottsdale,16798,115712,27207,2.17,46.9,Arizona,Hispanic or Latino,236844,AZ,121132
821,San Marcos,5189,45246,21558,3.13,35.4,California,American Indian and Alaska Native,92934,CA,47688
15314,Portland,29940,313516,86041,2.43,36.7,Oregon,American Indian and Alaska Native,632187,OR,318671
14973,Santa Monica,2008,46732,24448,2.0,40.6,California,Hispanic or Latino,93219,CA,46487
41910,Homestead,2287,31401,24408,3.48,31.4,Florida,Hispanic or Latino,66500,FL,35099
2634,Kissimmee,2449,33283,16879,3.01,36.7,Florida,Asian,69152,FL,35869
905,Beaverton,4645,47325,18933,2.46,35.6,Oregon,American Indian and Alaska Native,96577,OR,49252
11921,Cedar Rapids,7823,63109,5404,2.32,36.2,Iowa,Black or African-American,130405,IA,67296
66504,Missoula,4733,35002,2771,2.15,34.7,Montana,White,71024,MT,36022
6368,East Orange,1870,29995,15164,2.85,35.5,New Jersey,Hispanic or Latino,64962,NJ,34967
10195,North Richland Hills,5175,35257,7854,2.64,39.9,Texas,Hispanic or Latino,69205,TX,33948
2928,Parma,5028,38425,6909,2.42,40.8,Ohio,Black or African-American,79943,OH,41518
9075,Evanston,2058,34146,15003,2.29,36.8,Illinois,Hispanic or Latino,75523,IL,41377
5924,Johns Creek,1983,40282,29000,3.19,39.0,Georgia,Hispanic or Latino,83339,GA,43057
6566,Huntsville,16637,91764,12691,2.18,38.1,Alabama,Asian,189114,AL,97350
20442,Hammond,4144,38923,9224,2.61,36.0,Indiana,Black or African-American,77610,IN,38687
50031,Union City,705,35376,40553,2.85,35.4,New Jersey,White,69149,NJ,33773
5212,Walnut Creek,4977,31994,13624,2.22,47.6,California,Hispanic or Latino,68906,CA,36912
7773,Menifee,6821,42866,12481,3.06,37.1,California,Black or African-American,87163,CA,44297
68592,Corona,7709,79749,42131,2.969999999999999,37.1,California,Hispanic or Latino,164242,CA,84493
212696,Anchorage,27492,152945,33258,2.77,32.2,Alaska,White,298695,AK,145750
85543,Grand Prairie,7073,90811,44888,3.18,33.1,Texas,Hispanic or Latino,187755,TX,96944
1292,Deltona,5664,44853,7098,2.89,39.9,Florida,Asian,88474,FL,43621
685,O'Fallon,5783,41762,3269,2.77,36.0,Missouri,American Indian and Alaska Native,85032,MO,43270
545,Union City,705,35376,40553,2.85,35.4,New Jersey,American Indian and Alaska Native,69149,NJ,33773
13106,Mount Vernon,2064,31876,23777,2.85,38.5,New York,White,68621,NY,36745
3862,Orem,2828,48695,12808,3.26,26.1,Utah,Asian,94457,UT,45762
38004,Rochester,7288,100135,17735,2.36,31.4,New York,Hispanic or Latino,209808,NY,109673
18815,Beaumont,7584,57326,10516,2.47,31.6,Texas,Hispanic or Latino,118110,TX,60784
33998,Tustin,2434,39511,25034,3.27,33.4,California,Hispanic or Latino,80563,CA,41052
10788,Lauderhill,1965,32813,25471,3.02,35.7,Florida,White,71574,FL,38761
6204,Pasadena,5735,78827,38072,2.95,31.5,Texas,Black or African-American,153786,TX,74959
14049,Federal Way,7135,49151,18565,2.68,36.4,Washington,Hispanic or Latino,95188,WA,46037
6927,Fayetteville,4744,41959,6313,2.2800000000000002,27.1,Arkansas,Black or African-American,82832,AR,40873
21330,Silver Spring,1562,40601,30908,2.6,33.8,Maryland,Black or African-American,82463,MD,41862
65051,Jersey City,4374,131765,109186,2.5700000000000003,34.3,New Jersey,Black or African-American,264277,NJ,132512
23882,Perris,1321,41623,23277,4.78,26.9,California,White,74959,CA,33336
1095,Flower Mound,4217,35200,6860,3.01,40.2,Texas,American Indian and Alaska Native,71024,TX,35824
7183,Oxnard,6367,101906,78678,4.08,31.0,California,Black or African-American,207252,CA,105346
39414,Salem,9685,80839,19668,2.69,35.4,Oregon,Hispanic or Latino,164543,OR,83704
9203,Laguna Niguel,2648,30193,12571,2.58,45.8,California,Hispanic or Latino,65812,CA,35619
61753,Hampton,19638,66214,6204,2.48,35.5,Virginia,White,136454,VA,70240
3306,Erie,7093,48618,6275,2.31,35.3,Pennsylvania,Asian,99470,PA,50852
20441,Atascocita,4416,37424,8657,3.03,32.8,Texas,Hispanic or Latino,78240,TX,40816
2338,Renton,5032,52779,28962,2.5700000000000003,36.3,Washington,American Indian and Alaska Native,100247,WA,47468
49421,Irving,6207,117189,86756,2.7800000000000002,32.3,Texas,Asian,236617,TX,119428
12959,Chesapeake,29772,114964,13966,2.73,36.7,Virginia,Hispanic or Latino,235429,VA,120465
107763,McAllen,4356,68332,37691,3.19,32.3,Texas,White,140253,TX,71921
86655,San Angelo,8412,49669,7859,2.5,32.8,Texas,White,100413,TX,50744
7442,Baton Rouge,10633,111492,12268,2.52,31.2,Louisiana,Asian,228596,LA,117104
41161,Stockton,12822,150976,79583,3.16,32.5,California,Black or African-American,305650,CA,154674
37057,San Ramon,2855,39221,29691,3.09,39.1,California,White,76132,CA,36911
5081,Shreveport,14287,93138,5658,2.5300000000000002,35.2,Louisiana,Hispanic or Latino,196994,LA,103856
56734,North Charleston,9651,56549,8789,2.8200000000000003,30.7,South Carolina,Black or African-American,111864,SC,55315
31303,Albany,3643,47627,11948,2.08,32.8,New York,Black or African-American,98452,NY,50825
68007,Bridgeport,4646,71509,44475,2.86,34.1,Connecticut,White,147619,CT,76110
13140,Allen,3505,51324,19649,3.04,37.2,Texas,Black or African-American,98138,TX,46814
76282,Parma,5028,38425,6909,2.42,40.8,Ohio,White,79943,OH,41518
3696,Portland,3666,31480,9229,2.13,40.3,Maine,Asian,66872,ME,35392
23336,Bellflower,2154,38936,24607,3.58,33.4,California,White,78434,CA,39498
4689,Bloomington,6176,43318,10728,2.3,40.9,Minnesota,Asian,86436,MN,43118
1782,Longmont,4925,43941,10424,2.63,36.8,Colorado,Black or African-American,92221,CO,48280
23884,Mountain View,1376,42493,31857,2.46,33.5,California,Asian,80438,CA,37945
26909,Tacoma,19040,100914,31863,2.48,37.7,Washington,Asian,207950,WA,107036
8183,Killeen,24281,69442,15769,2.719999999999999,29.2,Texas,Asian,140809,TX,71367
5361,Parma,5028,38425,6909,2.42,40.8,Ohio,Hispanic or Latino,79943,OH,41518
5193,Broomfield,3966,31755,5316,2.5300000000000002,36.8,Colorado,Asian,65065,CO,33310
108375,Thousand Oaks,6323,65113,25330,2.79,44.8,California,White,129329,CA,64216
13538,Tallahassee,9575,89390,16720,2.38,26.2,Florida,Hispanic or Latino,189894,FL,100504
46998,Norwalk,3027,53125,39396,3.88,35.0,California,White,107145,CA,54020
2167,Nampa,4736,45651,6607,2.98,31.4,Idaho,American Indian and Alaska Native,89850,ID,44199
11962,Manchester,5473,54845,14506,2.4,37.3,New Hampshire,Hispanic or Latino,110223,NH,55378
58662,Saint Charles,4371,32054,5274,2.33,34.9,Missouri,White,68801,MO,36747
9197,Rockville,1990,31205,25047,2.6,38.1,Maryland,Hispanic or Latino,66998,MD,35793
81720,Duluth,5015,41271,2258,2.25,34.7,Minnesota,White,86126,MN,44855
5164,Vista,4957,50680,23271,3.52,29.3,California,Black or African-American,100884,CA,50204
2773,Charleston,9368,63956,5767,2.4,35.0,South Carolina,Asian,135524,SC,71568
63938,New Bedford,4185,43793,19024,2.39,38.6,Massachusetts,White,94959,MA,51166
36393,San Bernardino,7741,108671,55135,3.55,28.5,California,Black or African-American,216137,CA,107466
1610,New Braunfels,5204,33071,5405,2.85,37.0,Texas,Asian,69923,TX,36852
5650,Highlands Ranch,4840,49186,8827,2.719999999999999,39.6,Colorado,Asian,102467,CO,53281
26401,Plantation,4037,42881,27902,2.73,40.6,Florida,Hispanic or Latino,92555,FL,49674
10685,Overland Park,10461,93355,21407,2.41,38.2,Kansas,Black or African-American,186511,KS,93156
8563,Amarillo,11008,99391,21124,2.64,33.8,Texas,Asian,199651,TX,100260
7108,Menifee,6821,42866,12481,3.06,37.1,California,Asian,87163,CA,44297
28070,Missouri City,4274,34932,18556,3.03,37.2,Texas,Black or African-American,71778,TX,36846
43019,Palo Alto,2025,31451,23348,2.55,40.2,California,White,66848,CA,35397
17723,New Rochelle,2780,38871,26960,2.85,40.6,New York,Black or African-American,79838,NY,40967
2451,Hartford,3130,58042,28467,2.59,31.0,Connecticut,American Indian and Alaska Native,124014,CT,65972
17510,Dallas,41026,639019,326825,2.59,32.6,Texas,American Indian and Alaska Native,1300082,TX,661063
16856,Tracy,3025,43156,25410,3.42,35.5,California,Asian,87093,CA,43937
1201,Medford,6632,39606,6185,2.65,38.6,Oregon,Black or African-American,79795,OR,40189
64138,El Monte,1686,57961,59655,3.67,37.3,California,White,116745,CA,58784
1540,San Leandro,4111,43032,34293,2.79,41.8,California,American Indian and Alaska Native,90711,CA,47679
592,Lake Charles,4477,35678,3215,2.36,31.8,Louisiana,American Indian and Alaska Native,76066,LA,40388
6724,Centreville,3779,34749,27797,2.969999999999999,36.0,Virginia,Black or African-American,71782,VA,37033
251,San Clemente,3970,34076,8109,2.64,45.2,California,Black or African-American,65532,CA,31456
913,Erie,7093,48618,6275,2.31,35.3,Pennsylvania,American Indian and Alaska Native,99470,PA,50852
1696,Delray Beach,4232,32219,16639,2.35,47.9,Florida,Asian,66261,FL,34042
58894,Marysville,5714,33436,7721,2.79,33.2,Washington,White,66773,WA,33337
72728,Tyler,4813,50422,8225,2.59,33.9,Texas,White,103705,TX,53283
1359,Pawtucket,3173,36072,17884,2.41,39.2,Rhode Island,American Indian and Alaska Native,71583,RI,35511
28775,Jackson,8146,79039,1789,2.65,31.7,Mississippi,White,170811,MS,91772
69691,Yuma,7182,48298,19326,2.64,33.4,Arizona,White,94145,AZ,45847
40111,Brentwood,1492,31395,27058,4.98,34.2,New York,Hispanic or Latino,63792,NY,32397
2042,Yakima,4705,45147,15717,2.74,34.0,Washington,American Indian and Alaska Native,93700,WA,48553
42070,Glendale,4448,98181,111510,2.69,42.1,California,Asian,201025,CA,102844
89996,Minneapolis,15217,206547,70769,2.26,32.4,Minnesota,Black or African-American,410935,MN,204388
725,Eau Claire,3261,32327,2833,2.4,32.0,Wisconsin,Black or African-American,67433,WI,35106
78029,Clovis,6173,52392,13409,2.76,37.8,California,White,104172,CA,51780
113829,McAllen,4356,68332,37691,3.19,32.3,Texas,Hispanic or Latino,140253,TX,71921
207890,Long Beach,17463,238159,127764,2.7800000000000002,34.6,California,Hispanic or Latino,474172,CA,236013
2197,Santa Monica,2008,46732,24448,2.0,40.6,California,American Indian and Alaska Native,93219,CA,46487
901,Buena Park,3116,41593,28430,3.55,35.7,California,Black or African-American,83264,CA,41671
63482,Visalia,5547,63695,20779,3.11,32.6,California,Hispanic or Latino,130094,CA,66399
149863,Vancouver,12391,82958,21748,2.49,37.2,Washington,White,172853,WA,89895
10562,Cheektowaga,5408,37476,3532,2.3,40.7,New York,Black or African-American,76075,NY,38599
4247,Gulfport,6646,33108,3072,2.54,35.1,Mississippi,Hispanic or Latino,71872,MS,38764
4206,Broken Arrow,6797,52136,6845,2.77,36.8,Oklahoma,Asian,107595,OK,55459
24329,Stamford,2269,64941,44003,2.7,35.4,Connecticut,Black or African-American,128877,CT,63936
3911,Franklin,3303,34991,6876,2.73,38.3,Tennessee,Asian,72635,TN,37644
2967,Thornton,7261,65482,17949,2.969999999999999,33.1,Colorado,American Indian and Alaska Native,133459,CO,67977
4945,Dayton,8465,66631,7381,2.26,32.8,Ohio,Hispanic or Latino,140597,OH,73966
112078,Arlington,17050,191060,79271,2.89,32.6,Texas,Hispanic or Latino,388122,TX,197062
3153,Surprise,11109,62875,9929,2.9,39.4,Arizona,Asian,128442,AZ,65567
121904,Huntsville,16637,91764,12691,2.18,38.1,Alabama,White,189114,AL,97350
61844,Harlingen,2761,32404,10391,3.0,30.1,Texas,White,65769,TX,33365
19027,Concord,4621,42732,8847,2.719999999999999,35.7,North Carolina,Black or African-American,87693,NC,44961
121507,Seattle,29364,345659,119840,2.13,35.5,Washington,Asian,684443,WA,338784
10418,Cranston,4702,38365,10631,2.56,39.9,Rhode Island,Hispanic or Latino,81077,RI,42712
188844,Nashville,27942,314231,88193,2.39,34.1,Tennessee,Black or African-American,654596,TN,340365
9182,Upland,2898,36226,16552,2.77,39.7,California,Asian,76447,CA,40221
6076,Salem,9685,80839,19668,2.69,35.4,Oregon,Asian,164543,OR,83704
1155,Kirkland,5156,42159,18570,2.3,40.8,Washington,American Indian and Alaska Native,87267,WA,45108
40458,Bolingbrook,2951,36295,15212,3.42,33.7,Illinois,White,72096,IL,35801
58956,Casas Adobes,6601,30890,7024,2.24,44.8,Arizona,White,65265,AZ,34375
56175,Troy,2975,42371,21004,2.59,43.3,Michigan,White,83276,MI,40905
58852,Indio,3647,43803,22538,3.08,35.9,California,Hispanic or Latino,87526,CA,43723
3506,Chino Hills,3358,39639,24764,3.05,41.9,California,Black or African-American,78313,CA,38674
3263,Evansville,9063,57198,3169,2.25,38.0,Indiana,Hispanic or Latino,117679,IN,60481
24055,Palo Alto,2025,31451,23348,2.55,40.2,California,Asian,66848,CA,35397
2331,Merced,3723,40048,16348,3.15,29.7,California,American Indian and Alaska Native,82440,CA,42392
3436,Grand Rapids,8972,95669,19176,2.56,32.1,Michigan,American Indian and Alaska Native,195099,MI,99430
146807,Eugene,8896,79071,14503,2.34,33.4,Oregon,White,163448,OR,84377
85620,Stamford,2269,64941,44003,2.7,35.4,Connecticut,White,128877,CT,63936
120705,Ponce,,56968,,,40.5,Puerto Rico,Hispanic or Latino,121583,PR,64615
18249,Oxnard,6367,101906,78678,4.08,31.0,California,Asian,207252,CA,105346
812,Edinburg,2409,39422,16569,3.31,29.3,Texas,Asian,84501,TX,45079
700,Palm Coast,7950,39489,9084,2.76,48.8,Florida,American Indian and Alaska Native,82121,FL,42632
86012,League City,6484,49354,8361,2.719999999999999,35.9,Texas,White,98350,TX,48996
94904,Gresham,6326,53866,17860,2.67,36.7,Oregon,White,110582,OR,56716
2855,Salinas,4020,77765,58693,3.719999999999999,30.4,California,American Indian and Alaska Native,157386,CA,79621
6185,Marysville,5714,33436,7721,2.79,33.2,Washington,Asian,66773,WA,33337
1304564,New York,156961,4081698,3212500,2.68,36.0,New York,Asian,8550405,NY,4468707
120610,Moreno Valley,8529,98584,54442,3.9,30.7,California,Hispanic or Latino,204181,CA,105597
4717,Knoxville,10897,89978,10285,2.21,33.1,Tennessee,Asian,185312,TN,95334
1089,Pompano Beach,5145,56569,32733,2.55,42.5,Florida,Asian,107771,FL,51202
36037,Jackson,3529,30007,2097,2.52,35.3,Tennessee,White,66980,TN,36973
163396,Cape Coral,14446,85626,24185,2.85,45.0,Florida,White,175230,FL,89604
3615,Citrus Heights,6171,41982,9466,2.49,37.8,California,Asian,87053,CA,45071
111832,Rancho Cucamonga,5821,88127,33878,3.18,34.5,California,White,175232,CA,87105
20296,Lincoln,14694,138544,22958,2.4,32.3,Nebraska,Hispanic or Latino,277346,NE,138802
1112,Yonkers,4801,96580,61247,2.8,38.0,New York,American Indian and Alaska Native,201118,NY,104538
20681,Reno,17089,122292,37070,2.46,35.7,Nevada,Asian,241443,NV,119151
5580,Boston,18350,322149,190123,2.38,31.8,Massachusetts,American Indian and Alaska Native,669469,MA,347320
94296,Pomona,3251,74945,53879,3.63,32.1,California,White,153252,CA,78307
72995,Pharr,1376,35242,25532,3.67,26.9,Texas,Hispanic or Latino,76535,TX,41293
49388,Whittier,2790,44397,17145,3.11,36.1,California,White,87436,CA,43039
80551,Cambridge,2495,55421,27757,2.06,31.5,Massachusetts,White,110402,MA,54981
41721,San Jose,27269,518317,401493,3.13,36.5,California,Black or African-American,1026919,CA,508602
243190,Laredo,4921,124305,68427,3.66,28.8,Texas,Hispanic or Latino,255789,TX,131484
707,Conroe,4871,34907,13839,2.65,31.5,Texas,American Indian and Alaska Native,68592,TX,33685
13349,New Orleans,17388,185736,21679,2.41,35.9,Louisiana,Asian,389617,LA,203881
656,East Orange,1870,29995,15164,2.85,35.5,New Jersey,Asian,64962,NJ,34967
672,Gaithersburg,2126,32211,28133,2.73,35.7,Maryland,American Indian and Alaska Native,67445,MD,35234
10496,Pine Hills,2594,35344,20735,3.3,29.2,Florida,Hispanic or Latino,76081,FL,40737
3266,Las Cruces,9421,47835,11888,2.58,32.7,New Mexico,Asian,101644,NM,53809
29031,Spring Valley,10644,96808,61072,2.79,37.0,Nevada,Black or African-American,193955,NV,97147
70513,Sioux City,4093,38827,7471,2.5700000000000003,34.3,Iowa,White,82776,IA,43949
4646,Fargo,6154,60560,9428,2.18,30.7,North Dakota,Asian,119250,ND,58690
1602,Ellicott City,3856,34406,17587,2.73,42.4,Maryland,Hispanic or Latino,70932,MD,36526
51151,Antioch,5681,54733,24942,3.31,34.0,California,White,110542,CA,55809
7142,Marysville,5714,33436,7721,2.79,33.2,Washington,Hispanic or Latino,66773,WA,33337
15602,Sioux City,4093,38827,7471,2.5700000000000003,34.3,Iowa,Hispanic or Latino,82776,IA,43949
16986,Fontana,4076,100644,61448,4.15,29.5,California,Black or African-American,207472,CA,106828
1101,Kennewick,5158,38492,8376,2.7800000000000002,32.0,Washington,American Indian and Alaska Native,78903,WA,40411
4933,Waukegan,3404,45514,30997,2.92,32.3,Illinois,Asian,88347,IL,42833
5632,Eugene,8896,79071,14503,2.34,33.4,Oregon,Black or African-American,163448,OR,84377
107916,Hollywood,6056,75358,55158,2.65,41.4,Florida,White,149721,FL,74363
1647,Brentwood,1492,31395,27058,4.98,34.2,New York,Asian,63792,NY,32397
10836,Auburn,5401,36837,14842,2.73,37.1,Washington,Hispanic or Latino,76580,WA,39743
1705,Walnut Creek,4977,31994,13624,2.22,47.6,California,Black or African-American,68906,CA,36912
60519,Pembroke Pines,6849,77050,62210,2.94,40.3,Florida,Hispanic or Latino,166624,FL,89574
682,San Mateo,2730,50966,34957,2.64,39.3,California,American Indian and Alaska Native,103524,CA,52558
54601,Killeen,24281,69442,15769,2.719999999999999,29.2,Texas,Black or African-American,140809,TX,71367
2865,Cicero,629,43153,33801,3.89,28.5,Illinois,Black or African-American,83867,IL,40714
356,Mount Vernon,2064,31876,23777,2.85,38.5,New York,American Indian and Alaska Native,68621,NY,36745
13636,Round Rock,6804,56646,18237,3.13,34.9,Texas,Black or African-American,115839,TX,59193
66551,Akron,12878,96886,10024,2.24,38.1,Ohio,Black or African-American,197553,OH,100667
1447,Concord,6287,62310,37428,2.719999999999999,39.6,California,American Indian and Alaska Native,128668,CA,66358
2374,Rio Rancho,8527,47251,5200,2.86,38.3,New Mexico,Asian,94155,NM,46904
123174,San Bernardino,7741,108671,55135,3.55,28.5,California,White,216137,CA,107466
11671,Evanston,2058,34146,15003,2.29,36.8,Illinois,Black or African-American,75523,IL,41377
13606,Flagstaff,3667,33224,4262,2.55,23.9,Arizona,Hispanic or Latino,70317,AZ,37093
35049,Knoxville,10897,89978,10285,2.21,33.1,Tennessee,Black or African-American,185312,TN,95334
88145,Davenport,7090,50123,4065,2.39,35.2,Iowa,White,102577,IA,52454
297038,Milwaukee,20615,286315,58321,2.51,31.6,Wisconsin,White,600154,WI,313839
52592,Wichita,23978,192354,40270,2.56,34.6,Kansas,Black or African-American,389955,KS,197601
411,South Bend,3708,50483,8779,2.719999999999999,32.4,Indiana,American Indian and Alaska Native,103757,IN,53274
1772,Livonia,5397,45369,7175,2.52,47.4,Michigan,Hispanic or Latino,94633,MI,49264
1745,Bloomington,6176,43318,10728,2.3,40.9,Minnesota,American Indian and Alaska Native,86436,MN,43118
3140,Vacaville,9064,50091,10577,2.9,35.8,California,American Indian and Alaska Native,96794,CA,46703
119403,Corona,7709,79749,42131,2.969999999999999,37.1,California,White,164242,CA,84493
3539,West Jordan,3577,57898,11492,3.46,30.8,Utah,Asian,111942,UT,54044
53597,Beaumont,7584,57326,10516,2.47,31.6,Texas,White,118110,TX,60784
41748,Phoenix,72388,786833,300702,2.89,33.8,Arizona,American Indian and Alaska Native,1563001,AZ,776168
4614,Jonesboro,3682,35666,3222,2.44,32.6,Arkansas,Hispanic or Latino,73906,AR,38240
5725,Springfield,12291,81057,7765,2.12,34.1,Missouri,Asian,166798,MO,85741
25699,Torrance,8459,73209,43096,2.7,41.2,California,Hispanic or Latino,148468,CA,75259
87320,Costa Mesa,4095,59097,26645,2.59,34.8,California,White,113186,CA,54089
31672,Bay,3478,37977,13192,2.59,32.9,Texas,Hispanic or Latino,75485,TX,37508
1549,Loveland,5667,37042,3050,2.5300000000000002,37.6,Colorado,Asian,75188,CO,38146
32915,Buena Park,3116,41593,28430,3.55,35.7,California,Hispanic or Latino,83264,CA,41671
113624,Pembroke Pines,6849,77050,62210,2.94,40.3,Florida,White,166624,FL,89574
31705,McKinney,8082,77339,25760,2.91,35.6,Texas,Hispanic or Latino,162887,TX,85548
85130,Temecula,7587,54407,18884,3.34,34.2,California,White,112026,CA,57619
57159,Chandler,15870,128885,38721,2.7800000000000002,35.6,Arizona,Hispanic or Latino,260833,AZ,131948
1713,Columbia,4548,56544,10729,2.37,26.8,Missouri,American Indian and Alaska Native,119098,MO,62554
346,New Bedford,4185,43793,19024,2.39,38.6,Massachusetts,American Indian and Alaska Native,94959,MA,51166
85552,Toledo,15286,135455,9257,2.29,36.1,Ohio,Black or African-American,279778,OH,144323
